date,player,    rank    ,    total    ,    rp_spent    ,    battles    ,    negotiations    ,      traded_goods      ,    wonder_orbs    ,    activity_points    ,    events    ,     donations     ,     encounters     
3/24/25,sensejus,736,60762,68000,5461,3407,4430000,1573,25082,6789,13,80
3/24/25,DaBear,905,57646,95446,3517,3954,2520000,1054,20531,6476,14,66
3/24/25,ThorNDrJones,1292,52358,91088,3424,3134,1590000,1012,14052,6812,15,68
3/24/25,Ulmos Mist,1325,52005,68660,6356,1522,1720000,1629,17282,5758,23,63
3/24/25,KiwiNZ,1580,49393,75646,5117,2427,1350000,859,20068,6386,14,49
3/24/25,CLV. Kelsie.,2261,43661,86236,4229,1323,687060,730,18506,4123,15,74
3/24/25,LilMedley,2690,40904,57939,5811,1675,818110,545,19004,5186,15,80
3/24/25,toasted corn,2753,40635,59411,3822,926,2030000,1144,15842,4916,15,68
3/24/25,BEVO2112,2799,40371,58377,1216,3866,2240000,1045,17822,4124,15,80
3/24/25,Yoohoohoo,3704,35869,41115,5382,187,1890000,496,14263,6764,11,80
3/24/25,Terrahawk,7376,23916,26664,3165,432,836430,898,8636,3030,15,64
3/24/25,Quercus,12384,14593,20021,1548,248,1290000,389,4414,1021,13,80
3/24/25,Mongo,12464,14447,15835,1033,639,933790,457,6473,2344,15,69
3/17/25,Carl,8,147390,141610,8436,2921,35130000,1980,27808,6333,15,80
3/17/25,Minx,33,115300,152410,11115,536,16300000,2276,27907,7125,15,80
3/17/25,STH0017,60,101830,103050,4894,3873,19400000,1978,28347,7008,15,80
3/17/25,Niesa,86,94267,129770,8710,2291,7550000,2945,27472,7239,15,80
3/17/25,Chip Finn,115,89114,100890,11295,688,11670000,1491,28176,6305,15,80
3/17/25,Tinger61,182,82490,106800,8813,1588,7690000,1988,26568,7009,15,80
3/17/25,CVanquish,263,76965,130950,4632,2914,6440000,1277,26316,7224,15,66
3/17/25,Andres M Leal,285,75217,106020,7474,1676,6660000,1417,26762,7329,15,80
3/17/25,Lethdo,293,74699,103110,5608,3897,4200000,2165,28215,7858,15,80
3/17/25,Beyondthestars,298,74475,116620,4409,4490,3460000,2183,25853,7096,15,80
3/17/25,Shaun,381,70072,87224,6556,804,9040000,1157,27872,6890,12,73
3/17/25,Taysacks,577,63784,82358,5837,2354,4190000,1850,23807,6782,15,80
3/17/25,Greta,596,63430,83577,1406,6818,3790000,1905,26104,6359,15,80
3/17/25,Cardinal,629,62466,74913,4876,2805,4080000,2061,27701,7125,0,45
3/17/25,Neba,634,62367,83845,7039,753,5780000,1461,20888,4862,25,80
3/17/25,sensejus,754,60095,66875,5354,3368,4390000,1573,24909,6789,13,80
3/17/25,DaBear,903,57247,94569,3482,3922,2500000,1054,20416,6476,17,67
3/17/25,ThorNDrJones,1295,52011,90383,3391,3099,1580000,1012,13963,6812,15,68
3/17/25,Ulmos Mist,1381,51188,68166,6300,1515,1720000,1519,17112,5758,15,67
3/17/25,KiwiNZ,1585,49069,74925,5081,2409,1340000,859,19888,6386,0,74
3/17/25,CLV. Kelsie.,2273,43330,85685,4167,1296,685060,730,18395,4123,7,64
3/17/25,LilMedley,2756,40375,56935,5721,1650,802990,545,18818,5186,15,80
3/17/25,BEVO2112,2829,39936,57934,1205,3789,2210000,1029,17686,4124,15,65
3/17/25,toasted corn,2867,39743,58525,3748,900,2000000,1064,15613,4916,14,68
3/17/25,Yoohoohoo,3771,35417,40218,5305,182,1860000,496,14084,6764,15,80
3/17/25,Terrahawk,7602,23233,25920,3049,419,795630,874,8258,3030,15,64
3/17/25,Mongo,12800,13922,15095,986,609,899590,437,6300,2344,15,64
3/17/25,Quercus,13197,13406,19250,1410,223,1140000,321,4039,1021,62,80
3/10/25,Carl,8,145900,140220,8272,2894,34850000,1960,27474,6263,15,80
3/10/25,Minx,33,114150,151050,10955,529,16150000,2266,27704,7004,15,80
3/10/25,STH0017,65,99837,101760,4868,3799,18840000,1948,28025,6835,15,80
3/10/25,Niesa,88,93286,128600,8639,2267,7450000,2905,27273,7169,16,80
3/10/25,Chip Finn,119,87688,99590,11141,668,11370000,1477,27882,6256,15,80
3/10/25,Tinger61,188,81567,105520,8726,1565,7650000,1953,26334,6902,15,80
3/10/25,CVanquish,262,76370,129870,4585,2886,6420000,1267,26094,7161,15,48
3/10/25,Andres M Leal,285,74573,104950,7392,1646,6630000,1417,26493,7253,15,80
3/10/25,Lethdo,300,73692,101810,5543,3862,4150000,2112,27793,7788,15,80
3/10/25,Beyondthestars,301,73640,115460,4346,4451,3380000,2183,25485,6952,15,80
3/10/25,Arden,383,69297,104770,5389,2263,5090000,1630,27623,6703,15,46
3/10/25,Shaun,389,69126,86090,6479,774,8940000,1126,27639,6818,15,68
3/10/25,Taysacks,591,62925,81140,5754,2324,4140000,1820,23747,6714,15,80
3/10/25,Greta,594,62823,82696,1396,6741,3780000,1885,25854,6288,15,67
3/10/25,Cardinal,639,61712,73885,4832,2792,4010000,2032,27433,7053,16,64
3/10/25,Neba,648,61528,82693,6955,738,5750000,1441,20598,4701,15,80
3/10/25,sensejus,793,58693,65776,5232,3323,4330000,1473,24414,6658,15,80
3/10/25,DaBear,907,56696,93648,3452,3879,2470000,1054,20229,6371,14,69
3/10/25,ThorNDrJones,1320,51425,89249,3356,3060,1570000,1002,13727,6752,15,63
3/10/25,Ulmos Mist,1373,50882,67674,6238,1508,1720000,1519,16968,5737,19,74
3/10/25,KiwiNZ,1599,48497,74057,5020,2381,1340000,839,19685,6334,10,67
3/10/25,CLV. Kelsie.,2274,43012,85160,4102,1275,683560,730,18279,4123,15,66
3/10/25,LilMedley,2810,39746,55825,5634,1634,784450,545,18674,5092,15,80
3/10/25,BEVO2112,2888,39353,57262,1192,3721,2190000,1008,17404,4049,15,80
3/10/25,toasted corn,2934,39052,57652,3680,874,1980000,1034,15316,4851,15,66
3/10/25,Terrahawk,8042,22155,25209,2937,406,772310,811,7927,2774,,
3/10/25,Mongo,13343,13151,14167,928,583,857620,403,5925,2265,15,75
3/10/25,Quercus,13838,12503,18429,1297,201,1010000,315,3725,914,15,80
3/3/25,Carl,8,144660,138880,8144,2864,34610000,1960,27275,6169,15,80
3/3/25,Minx,33,112780,149560,10791,522,16020000,2216,27548,6878,15,80
3/3/25,STH0017,69,98195,100600,4839,3723,18370000,1918,27714,6808,16,80
3/3/25,Niesa,89,92204,127310,8572,2234,7340000,2875,27090,6995,15,80
3/3/25,Chip Finn,130,85803,98352,10978,645,11060000,1387,27509,6147,15,80
3/3/25,Tinger61,189,80660,104100,8632,1542,7590000,1934,26059,6821,15,80
3/3/25,CVanquish,261,75785,128910,4553,2857,6390000,1257,25838,7071,15,69
3/3/25,Andres M Leal,284,73924,103990,7323,1626,6600000,1404,26303,7167,15,80
3/3/25,Beyondthestars,304,72867,114170,4285,4408,3290000,2183,25322,6895,15,80
3/3/25,Lethdo,305,72846,100560,5480,3820,4090000,2092,27256,7719,17,80
3/3/25,Arden,383,68680,103820,5360,2229,5050000,1614,27424,6628,15,49
3/3/25,Shaun,401,68186,85049,6408,739,8830000,1094,27461,6740,15,79
3/3/25,Greta,601,62199,81835,1393,6664,3750000,1865,25658,6216,15,64
3/3/25,Taysacks,629,61546,78356,5676,2301,4040000,1790,23696,6594,15,80
3/3/25,Cardinal,643,61130,73389,4780,2771,3940000,2014,27240,6992,16,73
3/3/25,Neba,659,60762,81585,6867,723,5730000,1419,20434,4579,15,80
3/3/25,sensejus,806,57960,64709,5147,3276,4300000,1473,24329,6537,15,80
3/3/25,DaBear,906,56206,92735,3415,3832,2440000,1054,20054,6356,16,80
3/3/25,ThorNDrJones,1333,50897,88416,3318,3030,1570000,982,13665,6677,15,80
3/3/25,Ulmos Mist,1363,50499,67111,6178,1491,1710000,1509,16909,5713,20,66
3/3/25,KiwiNZ,1623,47907,73084,4966,2349,1330000,829,19525,6242,10,60
3/3/25,CLV. Kelsie.,2278,42704,84618,4059,1252,683560,730,18158,4095,15,69
3/3/25,LilMedley,2870,39166,54829,5549,1614,759470,545,18534,5035,15,80
3/3/25,BEVO2112,2919,38880,56864,1187,3638,2170000,989,17290,3989,15,70
3/3/25,toasted corn,2992,38539,56769,3620,849,1970000,1034,15159,4767,15,68
3/3/25,Mongo,14113,12140,13318,886,536,778430,359,5499,2065,15,76
3/3/25,Quercus,14956,11143,16503,1147,198,902600,280,3446,777,15,80
2/24/25,Carl,8,143470,137610,8010,2836,34370000,1960,26943,6126,15,80
2/24/25,Minx,33,111640,148230,10644,514,15900000,2176,27029,6863,15,80
2/24/25,STH0017,75,96052,98558,4818,3644,17790000,1878,27519,6757,15,80
2/24/25,Niesa,91,90907,125940,8457,2201,7200000,2815,26512,6971,15,80
2/24/25,Chip Finn,135,84364,96968,10826,629,10860000,1357,27271,5970,15,80
2/24/25,Tinger61,186,79866,102750,8548,1523,7540000,1910,25859,6817,15,80
2/24/25,CVanquish,262,75094,127850,4504,2824,6360000,1247,25583,6951,15,70
2/24/25,Andres M Leal,283,73300,103020,7235,1607,6550000,1404,25968,7132,15,80
2/24/25,Lethdo,305,72102,99326,5418,3789,4060000,2071,27180,7646,15,80
2/24/25,Beyondthestars,308,71974,113040,4200,4358,3210000,2163,24832,6877,15,80
2/24/25,Arden,384,68057,102920,5325,2198,5010000,1594,27199,6568,15,63
2/24/25,Shaun,410,67113,83857,6297,712,8690000,1066,27189,6683,15,76
2/24/25,Greta,602,61657,81066,1386,6591,3750000,1845,25480,6154,14,63
2/24/25,Taysacks,641,60627,77137,5587,2262,4000000,1760,23115,6523,15,80
2/24/25,Cardinal,658,60210,72486,4721,2743,3830000,1980,27082,6890,16,80
2/24/25,Neba,666,60041,80482,6784,704,5700000,1399,20001,4537,15,80
2/24/25,sensejus,825,57147,63600,5044,3234,4250000,1473,23589,6447,15,80
2/24/25,DaBear,920,55489,91847,3367,3779,2410000,1034,19765,6251,15,68
2/24/25,ThorNDrJones,1346,50351,87533,3268,2991,1560000,972,13503,6602,15,68
2/24/25,Ulmos Mist,1384,49901,66491,6115,1484,1710000,1459,16808,5674,18,70
2/24/25,Krn1,1432,49452,82630,6121,709,668630,1010,21413,6606,10,63
2/24/25,KiwiNZ,1633,47427,72281,4918,2326,1320000,819,19363,6183,10,63
2/24/25,CLV. Kelsie.,2317,42185,83913,3998,1237,683560,730,18031,3917,15,80
2/24/25,LilMedley,2955,38431,53827,5458,1594,726060,545,17982,4895,15,80
2/24/25,BEVO2112,2981,38336,56069,1178,3556,2160000,977,17071,3914,20,80
2/24/25,toasted corn,3098,37726,56028,3555,821,1950000,994,14937,4597,15,64
2/24/25,Mongo,14699,11403,12477,829,496,715660,336,5125,2010,15,73
2/24/25,Quercus,15804,10254,15890,1055,176,820570,217,3202,773,17,70
2/17/25,Carl,8,141420,136270,7840,2801,34030000,1860,26524,6057,15,80
2/17/25,Minx,31,110820,146980,10534,497,15830000,2176,26678,6788,15,80
2/17/25,STH0017,77,94410,97489,4797,3557,17280000,1868,27175,6712,15,80
2/17/25,Niesa,91,89959,124640,8364,2179,7070000,2805,26355,6898,15,80
2/17/25,Chip Finn,137,83388,95807,10688,613,10690000,1357,26924,5970,15,80
2/17/25,Tinger61,189,78914,101450,8463,1497,7490000,1877,25599,6698,15,80
2/17/25,CVanquish,266,74336,126660,4456,2788,6310000,1227,25326,6891,19,65
2/17/25,Andres M Leal,290,72441,101780,7134,1586,6500000,1394,25611,7008,15,80
2/17/25,Lethdo,310,71188,98020,5358,3749,4030000,2033,27030,7529,15,80
2/17/25,Beyondthestars,317,70750,111770,4146,4306,3120000,2085,24602,6766,15,80
2/17/25,Arden,393,67236,101880,5286,2155,4950000,1564,26954,6448,15,68
2/17/25,Shaun,430,65878,82589,6157,695,8550000,1034,26872,6563,15,69
2/17/25,Greta,613,61001,80112,1372,6522,3710000,1835,25274,6043,16,68
2/17/25,Taysacks,651,59821,75843,5519,2223,3960000,1740,23020,6442,15,80
2/17/25,Neba,664,59430,79551,6698,682,5670000,1387,19696,4537,15,80
2/17/25,Cardinal,674,59267,71718,4642,2714,3700000,1950,26844,6785,16,74
2/17/25,sensejus,832,56565,62680,4955,3195,4210000,1473,23501,6445,15,11
2/17/25,DaBear,933,54889,90919,3330,3732,2390000,1014,19637,6206,18,64
2/17/25,ThorNDrJones,1353,49811,86620,3233,2942,1560000,972,13325,6482,15,80
2/17/25,Ulmos Mist,1375,49571,66095,6055,1474,1710000,1449,16694,5650,15,65
2/17/25,Krn1,1422,49155,82284,6074,686,665270,1010,21227,6561,10,64
2/17/25,KiwiNZ,1663,46734,71432,4867,2291,1310000,789,19065,6069,15,68
2/17/25,CLV. Kelsie.,2324,41842,83241,3946,1208,683560,730,17900,3917,15,68
2/17/25,LilMedley,3018,37864,52841,5352,1565,713360,545,17728,4895,15,80
2/17/25,BEVO2112,3038,37764,55581,1174,3481,2130000,955,16893,3824,15,80
2/17/25,toasted corn,3134,37308,55320,3491,801,1920000,994,14759,4597,15,64
2/17/25,Mongo,15617,10362,11729,771,444,557250,296,4607,1905,11,48
2/17/25,Quercus,16624,9459,15190,965,163,685020,207,2871,713,15,66
2/10/25,Carl,8,140240,135100,7738,2766,33730000,1860,26252,6057,15,80
2/10/25,Minx,31,109990,145660,10415,492,15720000,2176,26511,6788,15,80
2/10/25,STH0017,81,92818,96514,4776,3482,16770000,1848,26787,6712,16,80
2/10/25,Niesa,91,88981,123270,8279,2155,6950000,2775,26150,6898,15,80
2/10/25,Chip Finn,139,82457,94551,10583,599,10510000,1357,26607,5970,15,80
2/10/25,Tinger61,195,78016,99918,8371,1481,7430000,1848,25318,6698,15,80
2/10/25,CVanquish,265,73722,125590,4416,2761,6260000,1207,25123,6891,15,65
2/10/25,Andres M Leal,289,71749,100380,7049,1571,6470000,1383,25445,7008,15,80
2/10/25,Lethdo,317,70298,96621,5290,3722,3980000,1992,26549,7529,15,80
2/10/25,Beyondthestars,320,69963,110450,4081,4272,3030000,2075,24380,6766,15,80
2/10/25,Arden,397,66558,100820,5231,2117,4900000,1548,26666,6448,15,69
2/10/25,Shaun,442,64925,81471,6055,681,8420000,1003,26583,6563,15,72
2/10/25,Greta,622,60316,79291,1360,6452,3670000,1795,24958,6043,15,64
2/10/25,Taysacks,664,59036,74519,5462,2176,3930000,1710,22657,6442,15,80
2/10/25,Neba,675,58781,78502,6617,666,5650000,1361,19457,4537,15,80
2/10/25,Cardinal,705,58306,70771,4565,2690,3570000,1905,26460,6785,16,80
2/10/25,sensejus,853,55728,61910,4928,3170,4190000,1379,23291,6445,15,80
2/10/25,DaBear,937,54427,89960,3299,3690,2370000,1014,19295,6206,15,64
2/10/25,ThorNDrJones,1362,49378,85840,3193,2899,1560000,959,13255,6482,15,69
2/10/25,Ulmos Mist,1392,49131,65526,5994,1470,1700000,1419,16569,5650,15,80
2/10/25,Krn1,1434,48682,81537,6034,662,665270,980,21145,6561,10,6
2/10/25,KiwiNZ,1691,46270,70502,4816,2266,1310000,779,18920,6069,17,64
2/10/25,CLV. Kelsie.,2329,41532,82583,3903,1183,683560,730,17797,3917,15,66
2/10/25,LilMedley,3094,37315,51867,5264,1538,685320,545,17536,4895,15,80
2/10/25,toasted corn,3186,36864,54502,3426,785,1900000,994,14431,4597,16,63
2/10/25,Mongo,16353,9667,10987,734,422,448050,276,4272,1905,,
2/10/25,Quercus,17430,8759,14421,880,156,566030,197,2521,713,15,80
2/3/25,Carl,8,138980,133690,7649,2730,33520000,1860,26046,5850,15,80
2/3/25,Minx,31,108690,144400,10277,485,15550000,2146,26326,6604,15,80
2/3/25,STH0017,87,90888,95288,4760,3398,16260000,1818,26503,6484,15,80
2/3/25,Niesa,91,87700,121820,8166,2129,6820000,2735,25931,6736,15,80
2/3/25,Chip Finn,145,81157,93209,10422,592,10280000,1357,26314,5834,15,80
2/3/25,Tinger61,199,76800,97574,8279,1459,7350000,1822,24984,6608,15,80
2/3/25,CVanquish,266,73033,124420,4374,2730,6220000,1207,24897,6753,15,73
2/3/25,Andres M Leal,291,70976,99266,6961,1547,6430000,1363,25176,6933,15,80
2/3/25,Lethdo,318,69537,95398,5228,3687,3940000,1975,26081,7492,15,80
2/3/25,Beyondthestars,326,69050,109180,4007,4227,2930000,2075,24174,6625,15,80
2/3/25,Arden,394,65894,99843,5188,2075,4850000,1528,26453,6409,15,63
2/3/25,Shaun,455,63890,80263,5966,654,8300000,967,26414,6491,21,69
2/3/25,Greta,622,59692,78308,1350,6373,3620000,1795,24580,5977,15,69
2/3/25,Taysacks,675,58213,73212,5397,2133,3890000,1690,22594,6352,15,80
2/3/25,Neba,687,57948,77348,6533,652,5620000,1342,19258,4365,15,80
2/3/25,Cardinal,727,57361,69706,4496,2658,3440000,1881,26116,6720,16,80
2/3/25,sensejus,859,55067,60967,4869,3123,4160000,1379,23167,6297,15,80
2/3/25,DaBear,947,53802,89088,3260,3646,2340000,1014,19157,6044,15,68
2/3/25,ThorNDrJones,1360,48994,85034,3152,2870,1560000,959,13125,6452,15,63
2/3/25,Ulmos Mist,1388,48665,64942,5933,1450,1700000,1399,16490,5605,17,80
2/3/25,Krn1,1434,48163,80850,5992,640,664310,980,21098,6348,10,63
2/3/25,KiwiNZ,1695,45791,69624,4767,2244,1300000,769,18775,6030,10,64
2/3/25,CLV. Kelsie.,2332,41177,81991,3857,1163,683560,730,17693,3853,15,63
2/3/25,BEVO2112,3011,37362,54619,1158,3480,2100000,954,16521,3808,15,60
2/3/25,LilMedley,3209,36509,50729,5177,1524,663630,545,17406,4632,15,80
2/3/25,toasted corn,3265,36223,53573,3361,770,1870000,994,14241,4420,16,66
2/3/25,Quercus,18461,7928,13718,750,132,520890,179,2255,572,15,63
1/27/25,Carl,8,137430,132400,7527,2700,33170000,1830,25842,5793,15,80
1/27/25,Minx,32,107560,143130,10122,474,15370000,2126,26076,6604,15,80
1/27/25,STH0017,89,89388,94224,4749,3312,15830000,1788,26410,6469,15,80
1/27/25,Niesa,94,86579,120370,8090,2100,6700000,2695,25669,6646,19,80
1/27/25,Chip Finn,149,79985,91917,10274,585,10030000,1357,26178,5811,15,80
1/27/25,Tinger61,205,75866,96240,8186,1440,7290000,1791,24888,6522,15,80
1/27/25,CVanquish,268,72250,123250,4326,2689,6150000,1177,24640,6570,15,80
1/27/25,Andres M Leal,296,70154,98122,6875,1528,6380000,1343,24960,6832,15,80
1/27/25,Lethdo,323,68777,94249,5171,3647,3910000,1950,25980,7396,15,80
1/27/25,Beyondthestars,344,67898,107490,3924,4184,2820000,2075,23825,6406,15,80
1/27/25,Arden,405,64986,98787,5138,2030,4780000,1491,26200,6301,15,75
1/27/25,Shaun,475,62705,79016,5860,632,8150000,934,26216,6371,20,62
1/27/25,Greta,633,58847,77254,1339,6280,3580000,1775,24254,5832,15,66
1/27/25,Neba,698,57221,76292,6445,641,5570000,1327,18894,4302,15,80
1/27/25,Taysacks,702,57131,71836,5301,2091,3850000,1650,22137,6220,15,80
1/27/25,Cardinal,761,56286,68787,4423,2622,3290000,1844,25978,6584,16,80
1/27/25,sensejus,887,54249,59511,4783,3074,4120000,1379,22664,6249,15,80
1/27/25,DaBear,953,53280,88295,3209,3608,2300000,1014,18868,6008,15,64
1/27/25,ThorNDrJones,1369,48412,84212,3113,2839,1560000,936,12961,6347,15,80
1/27/25,Ulmos Mist,1391,48226,64467,5877,1430,1700000,1369,16390,5602,16,80
1/27/25,Krn1,1427,47864,80251,5943,621,664310,980,20964,6348,10,63
1/27/25,KiwiNZ,1724,45140,68691,4712,2221,1290000,759,18559,5862,10,63
1/27/25,CLV. Kelsie.,2323,40916,81477,3810,1147,683560,730,17626,3853,15,63
1/27/25,BEVO2112,3059,36878,54121,1156,3415,2070000,939,16394,3730,15,60
1/27/25,LilMedley,3265,35884,49714,5070,1504,646970,545,16845,4604,15,80
1/27/25,toasted corn,3363,35409,52720,3302,751,1840000,924,14024,4420,15,63
1/27/25,Quercus,19791,7042,13006,623,128,443180,151,2165,431,14,66
1/20/25,Carl,8,135800,131140,7375,2674,32740000,1830,25462,5741,15,80
1/20/25,Minx,32,106160,141680,9965,464,15180000,2106,25730,6406,15,80
1/20/25,STH0017,89,87600,93035,4731,3229,15340000,1748,26114,6379,15,80
1/20/25,Niesa,94,85719,119110,8015,2072,6630000,2672,25490,6595,15,80
1/20/25,Chip Finn,157,78583,90589,10120,574,9790000,1357,25833,5588,15,80
1/20/25,Tinger61,211,74874,95012,8078,1423,7200000,1767,24587,6410,15,80
1/20/25,CVanquish,269,71374,122060,4283,2665,6110000,1157,24387,6510,15,56
1/20/25,Andres M Leal,302,69262,96807,6798,1514,6340000,1333,24648,6625,15,80
1/20/25,Lethdo,327,67940,92827,5110,3616,3880000,1927,25923,7290,15,80
1/20/25,Beyondthestars,347,67159,106220,3859,4148,2730000,2075,23631,6391,15,80
1/20/25,Arden,411,64176,97592,5080,2002,4720000,1475,25899,6202,14,67
1/20/25,Shaun,492,61582,77825,5762,615,7990000,903,25913,6272,16,66
1/20/25,Greta,636,58031,76170,1328,6203,3530000,1745,24014,5736,15,65
1/20/25,Neba,713,56418,75297,6356,627,5520000,1306,18522,4189,15,80
1/20/25,Taysacks,725,56291,70456,5233,2051,3810000,1630,21667,6157,15,80
1/20/25,Cardinal,804,55158,67615,4348,2585,3160000,1803,25840,6460,16,80
1/20/25,sensejus,940,52984,57167,4700,3017,4030000,1379,22475,6050,15,80
1/20/25,DaBear,961,52678,87304,3169,3572,2270000,1014,18699,5879,16,70
1/20/25,ThorNDrJones,1379,47892,83329,3064,2799,1560000,936,12860,6236,15,63
1/20/25,Ulmos Mist,1390,47798,63805,5810,1408,1700000,1369,16244,5533,15,80
1/20/25,Krn1,1414,47552,79628,5899,597,663550,980,20779,6348,10,63
1/20/25,KiwiNZ,1740,44613,67749,4661,2199,1280000,749,18385,5802,12,64
1/20/25,CLV. Kelsie.,2328,40574,80763,3766,1128,683560,730,17468,3831,15,63
1/20/25,BEVO2112,3087,36435,53578,1156,3354,2030000,926,16189,3693,23,68
1/20/25,LilMedley,3326,35326,48807,4976,1485,625030,545,16621,4565,15,80
1/20/25,toasted corn,3440,34731,51782,3237,729,1810000,924,13784,4235,16,64
1/20/25,Quercus,20591,6562,12473,548,112,385730,149,1765,431,12,69
1/13/25,Carl,8,134010,129910,7240,2637,32240000,1810,25113,5733,15,80
1/13/25,Minx,32,105120,140410,9811,451,15010000,2106,25405,6406,15,80
1/13/25,STH0017,92,86054,92064,4709,3142,14870000,1728,25749,6364,15,80
1/13/25,Niesa,96,84426,117710,7890,2029,6510000,2623,25230,6502,15,80
1/13/25,Chip Finn,163,77426,89358,9984,566,9550000,1347,25491,5588,15,80
1/13/25,Tinger61,220,73721,93592,7963,1391,7090000,1738,24249,6302,15,80
1/13/25,CVanquish,267,70831,120870,4246,2637,6060000,1157,24144,6510,16,63
1/13/25,Andres M Leal,301,68647,95763,6722,1487,6300000,1323,24443,6625,20,80
1/13/25,Lethdo,335,66928,91600,5044,3576,3830000,1883,25538,7154,17,80
1/13/25,Beyondthestars,349,66311,105000,3796,4094,2630000,2055,23414,6388,15,80
1/13/25,Arden,418,63301,96593,5016,1965,4660000,1446,25606,6061,15,63
1/13/25,Shaun,509,60431,76635,5680,589,7800000,879,25566,6164,16,76
1/13/25,Greta,644,57361,75411,1314,6125,3460000,1725,23750,5692,16,69
1/13/25,Neba,725,55771,74325,6265,609,5480000,1290,18310,4189,15,80
1/13/25,Taysacks,749,55451,69250,5177,2006,3780000,1600,21602,6052,15,80
1/13/25,Cardinal,840,54100,66581,4282,2548,3000000,1782,25448,6335,16,80
1/13/25,DaBear,967,52128,86367,3132,3519,2240000,1012,18441,5831,15,69
1/13/25,sensejus,986,51852,56254,4621,2965,3970000,1278,22325,6050,15,80
1/13/25,Ulmos Mist,1384,47476,63248,5747,1387,1700000,1369,16130,5530,15,80
1/13/25,ThorNDrJones,1399,47245,82387,3026,2762,1550000,917,12729,6095,15,63
1/13/25,Krn1,1407,47177,78985,5853,575,662590,980,20646,6285,10,64
1/13/25,KiwiNZ,1778,43981,66747,4600,2168,1260000,739,18158,5712,10,65
1/13/25,CLV. Kelsie.,2326,40274,80131,3723,1108,683560,730,17312,3831,15,63
1/13/25,BEVO2112,3115,35968,52996,1155,3285,2010000,913,16042,3645,18,65
1/13/25,LilMedley,3357,34854,47884,4890,1466,618080,545,16450,4565,15,80
1/13/25,toasted corn,3473,34305,51028,3176,711,1780000,924,13539,4235,16,54
1/13/25,Quercus,22333,5677,11770,463,96,313560,101,1459,338,10,80
1/6/25,Carl,8,132600,128660,7145,2601,31830000,1810,24908,5733,15,80
